review_date,review_text,amenities_score,service_score,location_score,overall_rate,review_hotel,review_source
2024-01-01,在紐約,5.0,5.0,5.0,5,台北晶華酒店,Google
2024-01-01,門口在囂張幾點看不到,5.0,1.0,5.0,1,台北晶華酒店,Google
2024-01-01,每年聖誕節都要來這裡跟聖誕樹合影，這是我們家族的記錄方式，每年一張帶有年份的拍立得，很有紀念感。,,,5.0,5,台北晶華酒店,Google
2024-01-01,早餐讚哦,5.0,5.0,5.0,5,台北晶華酒店,Google
2023-12-31,遊戲室真的很棒 Vivi超級熱情也非常友善.. 我瞭解到朋友為什麼那麼喜歡來住晶華了 因為有這麼棒的Vivi…,5.0,5.0,5.0,5,台北晶華酒店,Google
2023-12-31,這是一家舒適的酒店。 600m 捷運中山站3號出口步行7分鐘。 前台位於L樓（二樓），自助餐廳位於一樓。 您可以品嚐到約100種美食。 如果下雨，你可以在入口處借一把免費的雨傘。 講日語的工作人員隨時為您服務（從您的房間撥打電話）。 南側就有一家 7-11 便利商店。,5.0,5.0,5.0,5,台北晶華酒店,Google
2023-12-31,我住在大班休息室，我已經付費進入休息室。我去健身房鍛鍊了身體，然後決定去休息室喝杯咖啡，那裡的工作人員因為我穿著運動服而羞辱我。顯然我的手臂對休息室裡的人來說是一種冒犯。我只是想指出，現在是 2023 年，我受到評判並被拒絕進入我付費的休息室，這絕對是荒謬和令人震驚的。太糟糕了，我建議住在 W 等更時尚的酒店。僅供參考，這是一家老酒店，所以不值這個價錢。,1.0,1.0,1.0,1,台北晶華酒店,Google
2023-12-31,完全沒有抱怨。你可以慢慢放鬆。,5.0,5.0,5.0,5,台北晶華酒店,Google
2023-12-30,有溫度的飯店，服務人員親切又有效率。幾乎所有的服務人員都會問好並有眼神接觸，令人想再次投宿。,5.0,5.0,5.0,5,台北晶華酒店,Google
2023-12-30,老店地點好～網紅推薦冠軍牛肉麵⋯現場補位等候時間掌控實在太差～苦苦等～逛啊逛～兩個小時還吃不到～不能堅持不值得期待～還是提前預約好再上門～,,3.0,5.0,4,台北晶華酒店,Google
2023-12-29,台北與聖誕老人合照的好地方🎅,,,,5,台北晶華酒店,Google
2023-12-29,飯店舒適、食物美味、服務態度極佳，兒童室還有陪玩哥哥與很多繪本與教具，謝謝陪玩哥哥，寶寶玩得開心讓媽媽能好好放鬆一下😌 也有健身中心、spa與三溫暖，會想再入住的好選擇哦！,5.0,5.0,5.0,5,台北晶華酒店,Google
2023-12-29,《對晶華酒店服務的評價》 服務員不分男女，工作態度十分【和藹可親】，對任何詢問都會十分【專注聆聽】，回答都十分【清晰易懂】。服務品質一流水準，可圈可點。,5.0,5.0,5.0,5,台北晶華酒店,Google
2023-12-28,與朋友吃得非常開心，每個料理都很好吃，空間非常舒服漂亮，食材新鮮好吃，服務人員都很親切給人感覺非常舒服，飯店裡的氣氛滿滿的聖誕節氣氛，看得心情十分開心 吃了晶華很多年的自助餐，覺得柏麗廳真的很厲害，能一直維持很好的品質與價錢，對於食材與服務可以說做得非常好，能在台灣餐飲還看到那麼用心的地方真的很少 而且飯店中間還有一個非常漂亮跟非常的聖誕樹😂😂😂還可以與聖誕老公公合照，當然這服務是要花錢的，但沒關係 氣氛營造非常成功，每年都能在晶華感受到濃厚的聖誕節氣氛，也謝謝晶華酒店每年用心的服務每個前往過聖誕節的人，每個服務人員都是最棒的，我從小時候吃到現在長大 每次來一次比一次感動，能維持如此好的服務與用心服務好每位客人，讓人感受道好服務真的不容易，每個廚師也是最棒的，能吃到好吃的食物美食，再加上好服務還有那麼棒的氣氛，大家一定都會喜歡 推薦可以在聖誕期間來晶華感受美好的聖誕氣氛，也謝謝你們給我創造那麼多年那麼好的回憶，我都還是會常常回去消費的，謝謝每個在節日期間努力的每位同仁，大家都很好很棒,5.0,5.0,5.0,5,台北晶華酒店,Google
2023-12-28,酒店五樓的「童話森林遊戲室」配置多樣豐富的遊樂器材，工作人員Vivi親切可愛又有才華，小孩玩得很開心，聖誕假期很推薦入住,5.0,5.0,5.0,5,台北晶華酒店,Google
2023-12-27,非常老化的台北五星級國際飯店。非常貧窮太多未經訓練的員工。 在任何文明城市也找不到沒有配備咖啡機的國際飯店。,2.0,1.0,3.0,1,台北晶華酒店,Google
2023-12-27,"從10月就預約了早鳥方案, 想著跟兒子們去年聖誕節也在晶華, 一年了...兒子到了現場才知道我們要入住晶華...殊不知兒子此時竟然脫口而出...我們還以為要住君悅...於是讓我開始有點擔心這晚住宿品質!這次選擇的是名人套房, 我想任何人都會認為房間很大加兩小床都是沒有問題的吧?! 因為一直也沒有收到酒店任何電話, 我就是訂房寫得很清楚2大再加兩個小孩12Y+10Y, 但現場不知為何因為加床又因為現場人多而等了一會, 等待是絕對沒有問題的, 然而第一個人員說確認一下但去了房間不見了, 後來又換了第二個服務人員, 接著再與另一名工作人員交頭接耳竊竊私語不知討論了什麼, 當時已經快四點覺得好浪費時間, 而且在這樣窸窸窣窣真的很沒禮貌, 更傻眼的是緊接著推薦我們15萬多特價5萬多房間, 很大但重點還是沒有兩張大床...而且我們還是不能帶著小孩去大廊吧...或許真的很優惠, 但絕對不是我們當下的最優選項最適合帶著小孩的我們.... 已不想再贅述...因為軟硬體都不值得我付出這些錢.... 終於進到房間, 還在手動鑰匙真的不好開, 稍微環視一下環境, 唯一讓我滿意的是拖鞋夠厚適合冬天, 但房間清潔不夠, 滿室地毯汙塵讓我全身尤其眼睛一直不舒服到退房, 桌上的迎賓水果-葡萄是軟爛的...廁所水龍頭不知是不是鎖太緊, 很難調整, 太小難用, 稍微扳開一點水又太大, 濺的到處都是, 當時我真的不知道為什麼會花快3萬元來折磨自己....大廊吧東西坦白說也不好吃, 服務也就點到為止, 人不多還被落了點的飲料, 等了許久還主動去詢問了調飲呢....才尷尬的說忘了但正在跟同事講話.... 還有很一般的吹風機...風小到連三個男生都嫌...因為我看到吹風機已經放棄洗頭.... 雖然我是太魯閣晶英的忠實粉絲, 但我不知道下次什麼時候才會去台北晶華了....我想要花錢總有更好的選擇吧.... 再來實在認為台灣很多飯店主管都應該至少先去對岸上海一線酒店看一看吧.... 還是理解服務業的辛苦, 也不是認為花錢的是大爺, 只是心裡感受會有比較會有溫度....影響消費者會不會想要一來再來... 當然地點好生意好, 我們偶爾去的市井小民就是很不巧地接收到這樣的經驗....讓我不只覺得房費over charge....還浪費了一年一次的聖誕佳節....",3.0,3.0,4.0,3,台北晶華酒店,Google
2023-12-26,19樓行政酒廊不錯👌,5.0,5.0,5.0,5,台北晶華酒店,Google
2023-12-26,飲食環境豪華優雅，自助餐菜色豐富，價位平實，唯一不便找車位停放不易。,4.0,4.0,5.0,4,台北晶華酒店,Google
2023-12-26,舒服的酒店,4.0,4.0,4.0,5,台北晶華酒店,Google
2024-01-01,"身為飯店常客, 終於在昨天參加跨年晚會 本來以為距離信義區很遠, 應該沒有特別氛圍 想不到出乎我的意料 餐廳不大但顯得很溫馨, 駐唱的兩位小姐很會帶氣氛 唯一缺點就是燈光太暗了, 菜單和朋友的臉都看不見 (可能要營造氣氛?! ) 晚上的特色是黛拉夢香檳無限暢飲, 朋友說這樣的價位很值得 而且還有小點心享用 到了頂樓, 果然是離101有點遠, 不過還是可以看得到 熱鬧的氛圍是大家一起說 Happy New year 的那一秒 其實還滿感動的",5.0,5.0,5.0,5,亞都麗緻大飯店,Google
2023-12-31,號稱五星級飯店，收費也是五星級，服務卻爛透了！一個星期前跟你們預訂了生日蛋糕，也額外付了外送費用，送貨餐廳地點在33樓層寫得清清楚楚，你們說中午會送到，到了下午三點多，卻告訴我只能將蛋糕送到一樓，還要求我自己跟餐廳講下樓去拿，等我好不容易聯絡到餐廳(下午是休息時間)，外送員卻說等太久不能再等帶著蛋糕走了，這不是開我玩笑嗎？ 如果你們的外送員只能送到一樓，當初就講清楚不要接這個單，接了也收了錢就要負責送到，這不是最基本的服務態度嗎？,,,,1,亞都麗緻大飯店,Google
2023-12-30,地點很好 房間明亮整潔 早餐非常豐盛 服務態度優 下次還會再來入住,5.0,5.0,5.0,5,亞都麗緻大飯店,Google
2023-12-29,十月入住。 我沒有遇到任何會說日語的工作人員，但每個人都很友善且樂於助人，即使我的英語很差。 自助早餐夠嗎？您可以選擇基礎課程，也可以享用自助餐... 由於我的航班，他們為我準備的早餐包真的很好吃👍 雖然飯店很乾淨，有浴缸和衛洗麗，可惜的是衛生紙不能衝，但畢竟是老店了，可能難免。 附近有夜市、便利商店、捷運站、巴士站，出遊方便。每天喝礦泉水也很有幫助。,,,,5,亞都麗緻大飯店,Google
2023-12-29,天香樓的中式料理也很美味,5.0,5.0,5.0,5,亞都麗緻大飯店,Google
2023-12-28,非常美麗和華麗。房間和浴室都很寬敞，我沒有什麼好抱怨的！ 這是雙胞胎。客廳、臥室、浴室、淋浴間、衛浴。尤其是大浴缸是最好的。 沒有便利設施，所以要自備牙刷、棉花棒等。淋浴間裡固定有洗髮精、護髮素、沐浴乳。有吹風機。 沒有睡衣，但有厚厚的浴袍。有拖鞋。 從松山機場搭乘巴士約20分鐘。附近有多個巴士站，因此您可以乘坐多種類型的巴士。搭乘計程車 15 分鐘。 我是下午到達的，距離辦理入住還有一段時間，所以我在工作人員的建議下寄存了行李，然後搭計程車去了迪化街。搭乘計程車約10分鐘（約150元） 工作人員都非常友善並且願意幫助我們滿足我們的要求。 一樓設有蛋糕西餐廳（早餐場地），地下一樓設有中式米其林一星餐廳。這家地下室餐廳真的很棒。 搭乘地鐵，步行 5 分鐘即可到達 Gyotengu 站。另一條路線的中山國小學站距離酒店不到 5 分鐘步行路程。這很容易，因為您可以讓門童叫出租車並告訴出租車您的目的地。我經常搭乘計程車，因為它們很便宜。,5.0,5.0,5.0,5,亞都麗緻大飯店,Google
