review_date,review_text,amenities_score,service_score,location_score,overall_rate,review_hotel,review_source
2023-12-03,中山站是最近的車站，交通便利。 工作人員都非常友善，我們度過了一段美好的時光！ 非常感謝！ 房間也乾淨漂亮。,5.0,5.0,5.0,5,老爺大酒店,Google
2023-12-02,這很容易，因為我能聽懂日文。,3.0,5.0,4.0,3,老爺大酒店,Google
2023-12-02,我的一個朋友住在那裡，所以我順道過去了。我在一樓的蛋糕店買了牛軋糖。,5.0,5.0,5.0,4,老爺大酒店,Google
2023-11-30,我是日本人，所以會說日語，前台服務也很好^_^ 不幸的是，房間佈滿灰塵，但設施很好，我住得很愉快。 出租車的安排又快又準，這一點我很欣賞。,3.0,5.0,5.0,5,老爺大酒店,Google
2023-12-04,11月25日入住，因預訂二間不同型房，致提前ㄧ天前往櫃台，辦理將預訂的二間房，安排在同ㄧ樓層，但入住當天下午4點，房間尚未安排好。後序；安排0627，但這和當時預訂的“寰宇雙人床”差異太大（且是3床的窄小房間），建議若無法按照承諾；安排二間房在同層，應坦白告訴客人，不需勉強如此安排。 另0619退房時，有物品忘記取走，但房務部在當天，馬上發簡訊通知，服務週到；值得讚揚！,4.0,5.0,5.0,4,台北晶華酒店,Google
2023-12-04,工作人員的服務很差。當我喝飲料的時候，工作人員態度不太好，還對我們做出了不尊重的手勢。老實說我再也不想體驗這裡的服務了,4.0,1.0,3.0,1,台北晶華酒店,Google
2023-12-04,二樓咖啡廳服務態度很差 飲料幾百塊當幾萬塊在賣 很像怕人家買不起的臭臉。,4.0,1.0,1.0,1,台北晶華酒店,Google
2023-12-04,非常好 工作人員很友善，位置很好，房間也很方便使用。,5.0,4.0,5.0,5,台北晶華酒店,Google
2023-12-04,2023/12/02 今年聖誕樹是藍色，拍立得$200(2017-2022為$100),4.0,4.0,4.0,5,台北晶華酒店,Google
2023-12-03,儷晶購物方便 服務好,5.0,5.0,5.0,5,台北晶華酒店,Google
2023-12-03,料理好吃，巴菲很高級,5.0,5.0,5.0,5,台北晶華酒店,Google
2023-12-03,這裡的自助餐不錯 食物選擇雖然不多 但食物質素比較高級的 我我個人是比較偏向質量多於數量的 只是環境就真的太暗了 午餐還可以 我吃晚餐時差不多什麼也看不到哩,,5.0,4.0,5,台北晶華酒店,Google
2023-12-03,在大廳lobby喝酒欣賞聖誕樹，氛圍音樂一級棒！,4.0,4.0,3.0,5,台北晶華酒店,Google
