review_date,review_text,amenities_score,service_score,location_score,overall_rate,review_hotel,review_source
2023-12-13,位置很棒而且服務真的很棒。 我想知道我是否可以受到如此友善的對待... 13樓有桑拿房。我不知道，所以我想只有12樓的人用它，但是它是免費的，而且很舒服。 位置很好而且安靜。它主要由日本人使用，但我也推薦給韓國人。,4.0,5.0,5.0,5,老爺大酒店,Google
2023-12-13,這家飯店是日式城市飯店，交通便利，距離台北捷運淡水線中山站3號出口步行約5分鐘。房間寬敞乾淨，大部分客人都是日本人，也有遊客和商人。工作人員非常友善，可以用日語交流，所以您可以隨時向他們詢問觀光事宜。第一天，空調開關失靈，關不上，冷風不停地從出風口吹來，所以很冷。第二天早上，我通知前台，他們就修好了馬上就做好了，還給我提供了電爐。Ta。我在一家非常舒適的飯店住了 5 晚，能夠充分享受台灣。,,,,5,老爺大酒店,Google
2023-12-12,它位於一個非常適合旅行的位置。 搭乘地鐵不到一小時即可到達大多數著名的地方，搭乘計程車可以更快到達那裡。 飯店房間比想像中小一點，但該有的都有。 從服務、服務和回應來看，這是最好的。 我不懂韓語，但一切都是用簡短的日語/英語溝通的，所以沒有困難。 我想當我再次去台灣時我會再次使用它。,4.0,5.0,5.0,5,老爺大酒店,Google
2023-12-11,不錯的感覺,4.0,4.0,4.0,4,老爺大酒店,Google
2023-12-11,房間很舒適也夠大,5.0,4.0,5.0,5,老爺大酒店,Google
2023-12-11,這個地區非常好，不像西門町那樣擁擠和繁忙，可以輕鬆前往捷運中山站（步行5 分鐘）、購物場所（5-7 分鐘）、周圍有餐廳（2 家必嘗火鍋店；五老和神谷） ），很多便利商店。這家酒店可能不是那麼現代或新 - 給人一種舒適和經典的氛圍。從前到後的工作人員都非常細心且樂於助人。我們印象非常深刻！,4.0,5.0,5.0,5,老爺大酒店,Google
2023-12-11,生魚片 甜點 非常好吃，但可挑選種類較少,4.0,5.0,4.0,4,老爺大酒店,Google
2023-12-10,今天有點熱12/8，找冷氣調節處，看到內坎式的中央空調，便開啟了門板，天呀…這灰塵累積太恐怖😱。有點失望，空氣中感到不舒服😭。希望貴公司能注重，端出更優質的環境 才能與世界爭寵 加油 go! 後來有換房，👍服務品質是肯定的。,3.0,5.0,5.0,3,老爺大酒店,Google
2023-12-10,在這等待接駁車沒有住過不知道服務,,4.0,4.0,4,老爺大酒店,Google
2023-12-12,5樓童話森遊戲室。 精巧，品質高，有淡淡的音樂，柔柔的燈光，現場的Iris 還陪我家大女兒，細心的協助製作耶誕花環。整體感覺非常優。 台北晶華 童話森林遊戲室，給台北晶華補足親子這一塊。,,,,5,台北晶華酒店,Google
2023-12-12,晶華酒店 栢麗廳下午茶自助餐。餐點精緻 新鮮 ， 值得享用一次！,,5.0,5.0,5,台北晶華酒店,Google
2023-12-12,晶華柏麗廳的下午茶時段，有好吃的牛排，絕對不輸其他的飯店晚餐的牛排。另外，現炒義大利麵也好吃，生魚片新鮮、餐點選擇很多，實在非常超值。服務人員很多，餐盤收得很快，服務非常好！,,5.0,5.0,5,台北晶華酒店,Google
2023-12-11,地點佳，餐點好吃 但隔音稍差,,,,5,台北晶華酒店,Google
2023-12-10,ViVi服務很好,5.0,5.0,5.0,5,台北晶華酒店,Google
2023-12-10,聖誕節活動vivi很親切🥰🥰🥰,5.0,5.0,5.0,5,台北晶華酒店,Google
2023-12-10,海鮮品質佳，甜點好吃，但牛排過熟，牛小排乾柴。,,5.0,5.0,4,台北晶華酒店,Google
2023-12-10,晶華酒店很有聖誕節氣氛，Vivi 是一位親切可愛的服務小姐！Excellent!,,,,5,台北晶華酒店,Google
2023-12-10,Vivi姊姊聖誕活動服務很棒還送拐杖糖給寶貝,5.0,5.0,5.0,5,台北晶華酒店,Google
2023-12-10,Vivi 很棒,,,,5,台北晶華酒店,Google
2023-12-10,聖誕節快樂～,,,,5,台北晶華酒店,Google
2023-12-10,這個地方很好而且很棒🤩🤩 食物非常好而且服務也非常非常好,5.0,5.0,5.0,5,台北晶華酒店,Google
2023-12-10,溫馨溫暖！,,,,5,台北晶華酒店,Google
2023-12-10,聖誕氣氛超濃的,,,,5,台北晶華酒店,Google
2023-12-10,家裡的兩個頑皮最喜歡來 晶華酒店五樓的遊戲室了 除了有乾淨寬敞的活動空間外 也有各式各樣的玩具提供給小孩們 負責遊戲室的Anna老師十分有耐心 除了用心教導小朋友手作外 和家長也十分健談 讓我們全家對貴酒店讚譽有加！,5.0,5.0,5.0,5,台北晶華酒店,Google
