review_date,review_text,amenities_score,service_score,location_score,overall_rate,review_hotel,review_source
2023-10-31,位置離中山站很近，工作人員的熱情好客。,5.0,5.0,5.0,5,老爺大酒店,Google
2023-10-28,大家日語都說得很流利 非常棒。 。 他很友善，一切都很完美。這個飯店值得這個價錢！永遠不會失敗的飯店！,5.0,5.0,5.0,5,老爺大酒店,Google
2023-10-28,乾淨的,,,,4,老爺大酒店,Google
2023-10-27,到目前為止在酒店住了3天。非常友善的員工！門衛和禮賓人員比我去過的任何酒店都多。連清潔工也會在走廊上跟你打招呼。房間裡有很多設施，如加濕器、熨褲機、熨斗等。期待接下來在酒店的四天。,5.0,5.0,5.0,5,老爺大酒店,Google
2023-10-27,只食牛肉麵😎,,5.0,4.0,4,老爺大酒店,Google
2023-11-01,連續兩年回台灣探親都住在晶華，這次竟然碰到外國人試圖闖入我們的房間！！事情發生在房務面前房務不但沒有阻止似乎還打算出手幫忙！在我開門後外國人迅速離去，房務也沒有打算道歉或是解釋，還要我出聲詢問，得到答案也是簡單一句外國人走錯房間。走錯房間？你怎麼知道他是走錯房間？在向值班經理反應後對方皮笑肉不笑的表示對方只是走錯房間，看來這間飯店人人有讀心術，不需要調查都能知道對方對行為動機。後續的處理也是一言難盡，總之不想擔心受怕建議另選住處,3.0,1.0,3.0,1,台北晶華酒店,Google
2023-11-01,五星級飯店，服務好，19樓非常棒，超級讚！,5.0,5.0,5.0,5,台北晶華酒店,Google
2023-10-31,交通便利.地點精華,,,,4,台北晶華酒店,Google
2023-10-31,飯店房間開始感覺有點過時，但總的來說，這是一次很棒的住宿，我會再回來。屋頂上有一個游泳池，但由於水深，不太適合兒童。所有員工都非常友好。 5 樓有一個兒童俱樂部，但不幸的是它只在周五和周六開放。適合 1 歲和 4 歲孩子的完美玩具/遊戲。我喜歡脫鞋規則。我認為玩具最適合 5 歲及以下兒童。飯店的早餐很豐富，也很方便。我發現有趣的是他們使用物理重金屬鑰匙打開房間。我擔心它會放錯地方，因為它沒有鑰匙孔，但這讓我們格外小心，不要失去它。我們帶著 2 個幼兒在 5 樓的陽台套房總共住了 2.5 週——非常適合孩子，因為兒童遊戲室就在附近。我們從來沒有使用過小陽台區域，因為它不是那麼乾淨，而且知道我們的孩子在那裡玩耍肯定會變得非常髒。我必須說，服務和員工都非常出色。我們需要的任何東西他們都會迅速處理。,5.0,5.0,5.0,5,台北晶華酒店,Google
2023-10-31,萬聖節快樂,,,,5,台北晶華酒店,Google
2023-10-31,萬聖節快樂🎉,,,,5,台北晶華酒店,Google
2023-10-31,萬聖節快樂,,,,5,台北晶華酒店,Google
2023-10-31,萬聖節快樂🎃,,,,5,台北晶華酒店,Google
2023-10-31,萬聖節快樂,,,,5,台北晶華酒店,Google
2023-10-31,飯店依然獨特風格,4.0,4.0,5.0,4,台北晶華酒店,Google
2023-10-30,生魚片品質很好,4.0,4.0,4.0,4,台北晶華酒店,Google
2023-10-30,飯店很貼心的準備一系列萬聖節活動 讓孩子可以討糖，有個快樂童年,,,,5,台北晶華酒店,Google
2023-10-30,中山區的名牌飯店。用餐，逛街購物都很優,4.0,5.0,5.0,5,台北晶華酒店,Google
2023-10-29,萬聖節快樂,,5.0,5.0,5,台北晶華酒店,Google
2023-10-29,交通是便利.停車比較不方便。,5.0,5.0,5.0,5,台北晶華酒店,Google
2023-10-29,萬聖節週末來住 櫃台服務親切介紹詳細 體諒我們帶小孩 下午一點check in就趕緊安排房間讓我們入住休息 搭配上萬聖節活動 小朋友玩得很開心 IHG年度酒廊可使用雲天廊 服務也很不錯 鑽石會籍也有順利升等至雲天露台客房 健身房與三溫暖設施也非常優秀 總之非常棒的住宿體驗 非常推薦給大家,5.0,5.0,5.0,5,台北晶華酒店,Google
2023-10-29,萬聖節快樂！！,5.0,5.0,5.0,5,台北晶華酒店,Google
2023-10-29,開心豪華👍🏼,5.0,5.0,5.0,5,台北晶華酒店,Google
2023-10-29,每當節慶到晶華酒店都可以感受節慶氛圍，每一位服務人員態度也都非常和善，對小朋友親切友善，無論是餐飲、住宿都讓人覺得賓至如歸！,,,,5,台北晶華酒店,Google
2023-10-29,開心的要糖果活動,,,5.0,5,台北晶華酒店,Google
2023-10-28,萬聖節快樂,,5.0,5.0,5,台北晶華酒店,Google
2023-10-28,萬聖節快樂,,,,5,台北晶華酒店,Google
2023-10-28,台北晶華酒店，遊戲室服務人員很nice且很親切，且玩具很多，很適合有小朋友的家庭來這邊住.,5.0,5.0,5.0,5,台北晶華酒店,Google
2023-10-28,好的,,,5.0,5,台北晶華酒店,Google
2023-10-28,我對住宿感到滿意，位置真的非常方便。走路就可以到附近的酒吧小酌。房間很舒適，工作人員非常友善，很樂意回答我的問題。 但是，四星而不是五星的原因是，有時候在餐廳等待食物的時間有點長，價格也稍微高一些。此外，房間的一些家具和裝飾看起來有點老舊，可能需要一些更新。 晶華酒店提供了一個不錯的住宿體驗，但還有一些地方可以改進。會考慮再次入住。,4.0,5.0,5.0,4,台北晶華酒店,Google
2023-10-27,真的是非常的澎湃 餐食也非常多可以選擇 但是曾幾何時，吃到飽價格已經是高貴到不行，真的不是平凡人常常吃的了的,,5.0,5.0,4,台北晶華酒店,Google
