review_date,review_text,amenities_score,service_score,location_score,overall_rate,review_hotel,review_source
2024-02-25,房間寬敞明亮，早餐美味，選擇多樣，即使天天吃也不會膩。位置很好，我們可以步行去探索很多東西，所以很方便。,5.0,4.0,5.0,5,老爺大酒店,Google
2024-02-25,您可以像在日本一樣接受服務，但請注意，這只是“好像”。當你在前台等處看到日本水平的服務，然後看到沒有那種服務水平的服務人員時，服務的差距就很明顯，失望程度也很高。 例如，服務人員在工作時剪指甲，或在未吃完飯時清理餐點。如果我必須在日航酒店做一些我在廉價酒店可以忍受的事情，因為我在海外，我會感到失望。 房間雖然舊，但是很乾淨，地點也不錯。 不要對早餐抱太大期望。 如果您打算花很多錢，您會對 Ditaiphone 更加滿意。,3.0,,4.0,3,老爺大酒店,Google
2024-02-20,staycation 住了兩晚，服務人員受過良好訓練，服務態度絕佳。 但有瑕疵，前台跟樓層的溝通似乎不夠即時也不準確。提出問題 望進步改進。 一開始到房間的時候，居然已經有人在裡面了？？ 一對韓國夫婦說他們在等換房…後來樓層人員很快來處理 道歉並幫我換房，但這個錯誤還是蠻荒謬的 雖然我得到了promotion…因為補救得當 就覺得還行… 後來續住那天 前台打來問是否要清潔房間 我表示不需要 過了3分鐘 樓層的房務人員又打來問 幾點能清潔房間😅 算是比較minor的小瑕疵吧… 就是房間電話鈴聲特別響亮 覺得被打擾到…後來退房那天 房務人員特地為此一直道歉。 房間床頭小桌下方抽屜有書籍 因為都沒有人使用 都覆上一層灰了，希望能清潔乾淨 或乾脆別放了。 淋浴水壓非常足 但每隔一段時間會有1秒左右變溫…還能接受…但做為中高端連鎖品牌酒店 感覺不該有這種問題…望改進。 其他部分房間中規中矩 舒適整潔乾淨。 全體接待服務人員素質良好。 過年期間 紅包袋挺可愛的❣️,4.0,5.0,5.0,4,老爺大酒店,Google
2024-02-20,酒店 (由 Google 提供翻譯) 飯店,,,,3,老爺大酒店,Google
,入住市景房，服務員帶旅客更清楚了解房型及介紹餐廳，用心親切，謝謝Eric.Nick.Christine.Jessica👍,,5.0,5.0,5,台北福華大飯店,Google
2024-02-26,Henry和Json的服務很周到,5.0,5.0,5.0,5,台北福華大飯店,Google
2024-02-26,Jeff 和 Jack 非常熱心地幫助解決運輸問題,5.0,5.0,5.0,5,台北福華大飯店,Google
2024-02-25,我非常喜歡這裡，機能性無敵，購物用餐的好去處！,5.0,5.0,5.0,5,台北福華大飯店,Google
2024-02-25,福華江南春👍 菜色好吃 每一位服務人員都非常熱誠 是很棒的聚會餐廳👍,,5.0,5.0,5,台北福華大飯店,Google
2024-02-25,東西很好吃，服務員態度也很不錯，從小吃到大的，真的很值得推薦給身邊的人來,,5.0,,5,台北福華大飯店,Google
2024-02-25,彩虹廳的服務員：Ted 吳秀美 李秋慧 盧宜材 林筱雯。 親切 溫柔 認真待客,5.0,5.0,5.0,5,台北福華大飯店,Google
2024-02-24,外觀雖然是老飯店，但是裡面設備完全沒有老舊感、都很新，房間有舒適的地毯，環境上也整潔、乾淨寬敞，房價平價不會太貴。 此次訂房專案贈送的揪感心大禮包 內容很棒，有一隻泰迪熊玩偶以及一個可愛汽車外型的鐵盒，裡面裝著鳳梨酥、牛軋糖等小點心，鳳梨酥超好吃的，小朋友好喜歡。 兒童休憩室有簡單的辦家家酒、圖書區以及整點才能借用的switch，限制每次只能使用30分鐘，每房限定借用二次，這部分對小朋友來說，使用時間太少 比較掃興一點。 飯店服務人員面對國外旅客 更是英文、日文皆流利，不愧是台北市中心五星級的飯店。,5.0,4.0,5.0,5,台北福華大飯店,Google
2024-02-24,日本人也不少。,4.0,3.0,3.0,4,台北福華大飯店,Google
2024-02-25,位置方便、停車也方便，適合帶家人、朋友來入住，周圍百貨公司林立買東西和吃飯都很方便。,,,,5,台北W飯店,Google
2024-02-23,地理位置絕佳，離101很近，從房間就能看到101，員工素質沒話說，英文能力非常好，room service 速度快服務佳，進出飯店時不論是門口或前台的服務員都會尊敬且親切的打招呼，讓人有被尊重的待遇，且31樓的早餐buffet 種類繁多、精緻好吃，樣樣都是絕佳享受👍,5.0,5.0,5.0,5,台北W飯店,Google
