review_date,review_text,amenities_score,service_score,location_score,overall_rate,review_hotel,review_source
2024-02-04,有足夠的空間睡覺。感覺有點舊了，不過還算乾淨。地點非常方便，購物、吃飯、出遊都很方便。推薦第一次來台灣的朋友。工作人員的日語都很流利，所以不會有任何麻煩。我非常感謝所有有禮貌回應的人。非常感謝！,4.0,5.0,5.0,4,老爺大酒店,Google
2024-02-04,台北的豪華酒店。 前台工作人員的日語也很流利，讓你忘記自己身在海外。 可以看到，整理房間的工作人員也很細心。早餐是自助式的，很美味。,5.0,5.0,5.0,5,老爺大酒店,Google
2024-01-31,我從 2024 年 1 月 24 日起再次訪問這裡並住了 2 晚。 前台的人和上次（2016年）一樣，他的日文很流利，我以為他是日本人。 其他人也能說流利的日語。,5.0,5.0,5.0,5,老爺大酒店,Google
2024-01-30,乾淨、整潔、位置優越。抵達後得到了一點菠蘿糕點。自從我們升級到尊貴房以來，一直有歐舒丹盥洗用品。只是不是 5 星所保證的額外驚喜。,,,,4,老爺大酒店,Google
2024-02-05,空間 服務 地點都很棒喔！,5.0,5.0,5.0,5,台北晶華酒店,Google
2024-02-05,在這裡的住房體驗很棒！,5.0,5.0,5.0,5,台北晶華酒店,Google
2024-02-05,來到台北的第一選擇，永遠親切、細緻的服務，令人安心、舒適的住宿環境！,5.0,5.0,5.0,5,台北晶華酒店,Google
2024-02-05,栢麗廳會為壽星獻上「小」祝福，真的非常「小」... 但心意感受最重要啦... 那塊Happy Birthday是真的巧克力哦... 😆😆😆😆😆,4.0,4.0,5.0,4,台北晶華酒店,Google
2024-02-04,遊戲室Jenny姐姐親切耐心，孩子們玩得很開心，酒店的服務很棒，會推薦朋友入住,,5.0,,5,台北晶華酒店,Google
2024-02-04,這是我第一次來台灣，這家旅館非常棒。位置位於中心，內部非常華麗。自助早餐品種太多，很難選擇。前台也會說日語，所以不用擔心。,5.0,5.0,5.0,5,台北晶華酒店,Google
2024-02-04,套房很大很舒服,5.0,5.0,5.0,5,台北晶華酒店,Google
2024-02-04,吃得好，睡得好！超值舒服😌,5.0,5.0,5.0,5,台北晶華酒店,Google
2024-02-04,遊戲室服務人員很有耐心陪孩子玩，房間乾淨整潔，下次還會再來住,5.0,5.0,5.0,5,台北晶華酒店,Google
2024-02-04,床很好睡，提供的嬰兒用品是好的品牌！,5.0,5.0,5.0,5,台北晶華酒店,Google
2024-02-04,偉大的,5.0,5.0,5.0,5,台北晶華酒店,Google
2024-02-04,服務佳 餐點好吃。房間很大。,5.0,5.0,5.0,5,台北晶華酒店,Google
2024-02-04,來台北唯一的選擇🩷,5.0,5.0,5.0,5,台北晶華酒店,Google
2024-02-04,櫃檯人員相當親切及熱誠，重視客人的需求，承襲對晶華一貫的好印象。,5.0,5.0,5.0,5,台北晶華酒店,Google
