review_date,review_text,review_rate,review_hotel,review_source,expectation
2023-10-04,上個月30號，選擇一泊二食的方案入住，整體覺得非常喜歡 尊爵房型的床以及枕頭，都相當舒適/空調溫度也是剛剛好/吹風機力量充足/沐浴品是歐舒丹的，十分好用 所有服務人員，態度真的相當良好；辦事效率極快 往後會想嘗試看看，其它房型,5,老爺大酒店,Google,4.8
2023-10-03,下午茶吃得飽而且品質很好，有浴衣活動很特別，去不了日本也可以去拍拍照過癮，雖然是有歲數的飯店，但從門衛到接待的人員，都讓人倍感親切服務到位。,5,老爺大酒店,Google,4.8
2023-10-03,靠近台北車站 最重要的是，湯姆的員工也會說韓語，這真是太棒了。 早餐美味，房間乾淨，休息的同時可以舒適出遊。 超好的 但我用現金支付了飯店費。 我是9月19日到21日入住的，他們說要繳押金，所以我付了4000元。 我用卡付款並說他們稍後會取消。 我想知道你什麼時候會這麼做,5,老爺大酒店,Google,4.8
2023-10-09,住一晚慶生，有壽星優惠價格升等，送旅行洗沐組，因為臨時升等，所以房間的迎賓水果沒放，打電話後來補2顆蘋果2顆柳丁，泡湯還不錯，房間的走廊偏昏暗，有點難找房號,5,台北晶華酒店,Google,4.4
2023-10-08,很棒的飯店，樓下的畫廊裡有很棒的商店。,5,台北晶華酒店,Google,4.4
2023-10-08,兒童遊戲室Mike哥哥很用心陪小朋友玩，很棒！,5,台北晶華酒店,Google,4.4
2023-10-07,一樓自助餐點美味可口，但價格不低，值得造訪用餐。,4,台北晶華酒店,Google,4.4
2023-10-07,大部分服務都很不錯，但今天碰到的車道服務員（中年男性）協助關門是大力甩門的方式，大概是手沒有趕快收好會被夾斷的那種，感受不是很好。,2,台北晶華酒店,Google,4.4
2023-10-05,氣氛輕鬆悠閒 德國啤酒節菜色好吃 德國豬腳好吃,5,台北晶華酒店,Google,4.4
2023-10-04,乾淨衛生舒服 自助餐cp值👍,5,台北晶華酒店,Google,4.4
2023-10-04,飯店本身非常好，可以說是超過同等級的君悅？ 只可惜餐廳需要改進！,5,台北晶華酒店,Google,4.4
2023-10-04,一分錢一分貨，因為貴，所以食材高貴，尤其冷盤的菜式多樣化，擺盤也充滿藝術，超好吃的！ 湯圓以膠原蛋白的甜湯呈現，獨特又好吃！有別於一般坊間都用油炸的方式。 肉排的香氣足，肉質嫩，也很好吃！ 大干貝，龍蝦，魚翅羹，高貴又好吃！ 鮑魚充滿了罐頭味，口感偏軟，味道普通，有點落漆！ 其他的也都不錯吃，甜點很棒，更愛哈根達斯冰淇淋，雖然小盒，也可以了，只是只有單一草莓口味，沒得選就討厭，平常我都會選夏威夷果仁的……,5,台北晶華酒店,Google,4.4
2023-10-04,"10/3/23房間很大,地點也不錯,506房",4,台北晶華酒店,Google,4.4
2023-10-03,對於搭捷運的地方還有段距離，菜色當然比一般好，但好的當中就都還是差不多的菜色，沒什麼特色。服務人員態度很好哦！,4,台北晶華酒店,Google,4.4
2023-10-03,行政套房寬敞舒適，大班廊Lounge早餐、午茶、happy hour餐點飲料齊全，交通方便，鄰近中山站商區熱鬧，非常推薦的飯店。,5,台北晶華酒店,Google,4.4
2023-10-03,這是一家五星級飯店！還是很神奇的！無論如何，這是不同的水平！ ！,5,台北晶華酒店,Google,4.4
2023-10-08,飯店的硬體設備雖然有一些舊，但工作人員的服務精神都不錯。飯店附近的民房非常破舊，鐵皮樓頂讓房間望出去的景非常難看。因為是比較早期蓋的大樓，室內樓高不足，尤其對於西方旅客來說，天花板實在太矮了。早餐是安排在巴賽麗廳，可單點一客熟食，搭配樣式不多的吧台菜色，令我失望的是蘿蔔糕搞砸了，以高級飯店來說早餐的水準不及格,4,亞都麗緻大飯店,Google,5.0
2023-10-07,服務親切，乾淨，很適合商旅 住宿,5,亞都麗緻大飯店,Google,5.0
2023-10-07,自 2006 年以來，我一直來到這家非常漂亮且老牌的酒店。我喜歡您從任何工作人員那裡得到的服務和友善。 房間正在進行永久翻新，始終保持最先進的狀態。 床墊超舒服。浴室條件也非常好。,5,亞都麗緻大飯店,Google,5.0
2023-10-03,第一次入住是在三年前疫情很嚴重的時候 那時候的住宿體驗就很舒服很棒了 這次再回來這裡住 依目前國旅住宿來說 這裡房價不算貴 還有停車服務 未來有機會 還是會在入住此飯店,5,亞都麗緻大飯店,Google,5.0
2023-10-09,很棒的房間,5,台北福華大飯店,Google,4.6
2023-10-09,一晚快六千塊的住宿品質太糟糕 人員訓練不足到早上九點按電鈴敲門 電話反應後十一點又再次按電鈴…. 想睡飽的心情被打斷兩次 火都上來了謝謝 退房時的處理方式居然是「下次訂房升等」 很明顯就已經不會有下次了☺️ 假設今天房客是外國人？ 第一次住福華就被驚到耶 哦對了 隔音很爛,1,台北福華大飯店,Google,4.6
2023-10-08,月餅禮盒相當精緻，底層是抽屜式的，每個月餅獨立包裝送出去也都可以，包裝很精美，平民嘴的我覺得五穀蔓越莓吃起來有點像鳳梨酥的味道😅但是腰果的很好吃！,4,台北福華大飯店,Google,4.6
2023-10-08,Daniel和John非常有耐心的幫忙秤重和打包行李,5,台北福華大飯店,Google,4.6
2023-10-07,剛好因有廠商特賣會才來此飯店，環境雖老舊但舒適，有活動或優惠很樂意來走走參觀,4,台北福華大飯店,Google,4.6
2023-10-07,接待人員Anita服務親切漂亮優雅🥰,5,台北福華大飯店,Google,4.6
2023-10-07,彼得和班非常熱心地在暴風雨期間幫助尋找計程車,5,台北福華大飯店,Google,4.6
2023-10-07,Henry和Linux非常熱衷於在出租車上找到丟失的皮包,5,台北福華大飯店,Google,4.6
2023-10-06,"櫃檯服務 l前台和 bell boy 服務得很好, John 把行李送到房間, 詳細介紹房間內的設備 非常貼心",5,台北福華大飯店,Google,4.6
2023-10-06,約翰太棒了！行李和服務真的很有幫助。愉快的入住。推薦！,5,台北福華大飯店,Google,4.6
2023-10-06,很棒的酒店，地理位置優越。,5,台北福華大飯店,Google,4.6
2023-10-06,我非常喜歡這裡，機能性無敵，購物用餐的好去處！,5,台北福華大飯店,Google,4.6
2023-10-05,有平面停車場，超級棒，在台北非常難得。,5,台北福華大飯店,Google,4.6
2023-10-05,John Huang的服務很棒！,5,台北福華大飯店,Google,4.6
2023-10-05,John Huang 從入住到他們送行李上來的Service都非常好啊，謝謝,5,台北福華大飯店,Google,4.6
