review_date,review_text,amenities_score,service_score,location_score,overall_rate,review_hotel,review_source,expectation
2023-12-24,這是一家日本酒店，所以服務很好。 這是一個常規住宿地點嗎？ 如果車站再近一點怎麼辦？,4.0,5.0,3.0,5,老爺大酒店,Google,4.6
2023-12-23,整體來說服務很好，我很滿意。 早餐是日式、西式、中式的自助餐，味道不錯，店裡還有賣鳳梨酥，超值，所以建議預訂含早餐。 還好，設施齊全，但是淋浴噴頭調節不好，關水的時候有時會自己掉下來掉到地板上，所以我覺得還是先修一下比較好這成為一個問題。 我是透過樂天旅遊預訂的，但是郵件費和結算花了我5萬多日元，而且仔細一看發現還多了15.5%的服務費和稅費，不得不小心。我認為最好包含稅，這樣就不會產生誤解。,4.0,4.0,4.0,4,老爺大酒店,Google,4.6
2023-12-25,作為台北最好的酒店之一，我的房間得到了免費升級，面積超出了我的預期。設有舒適的長凳，可供客人放鬆身心。寬敞的地下早餐場所提供一系列令人愉悅的當地和國際美食。細心的工作人員增強了體驗。大堂樓層需要小心，因為有一個未被注意到的台階，是光線昏暗區域的設計缺陷。儘管如此，乾淨的房間擁有美妙的景色。儘管入住/退房的隊伍很長，但飯店靠近自行車站，讓您的探索之旅更加便利。整體位置優越。,4.0,4.0,4.0,4,台北晶華酒店,Google,4.8
2023-12-25,12/24凌晨入住 櫃檯人員 sherry 姓李的女生 服務態度極差 如果真的不想做服務業可以不要做 不是不尊重服務業 也不是沒做過服務業 真的那麼不想上班可以離職好嗎 睡6個小時花15000 我又沒欠你,1.0,1.0,1.0,1,台北晶華酒店,Google,4.8
2023-12-25,房間有點舊，但這是一家經典酒店，下面有一個很棒的購物中心，裡面有奢侈品商店，人流量很少。憑房間鑰匙還可在指定商店享受折扣（maxmara 享受 10% 折扣）。與該地區其他酒店的前台相比，前台的英語口語能力較差。儘管如此，地理位置優越，距離中山購物區約兩個街區！,,,,4,台北晶華酒店,Google,4.8
2023-12-24,第一次入住此飯店。發現他們有兒童俱樂部，就去看看。令我驚訝的是，它實際上有很多適合所有年齡層的玩具。值班的工作人員非常友好，關心所有的孩子，這對周圍有這麼多孩子來說並不容易。我兒子玩得很開心，也認識了一些當地的朋友。他問我明天是否可以回來，但我告訴他這個俱樂部只在周五和周六開放，我們實際上要在下週四離開。希望下次我們回來時他們會開放更多天。,4.0,5.0,4.0,5,台北晶華酒店,Google,4.8
2023-12-23,新發現原來5樓有兒童遊戲室空間 溜小孩的好地方,5.0,5.0,5.0,5,台北晶華酒店,Google,4.8
2023-12-23,台北晶華酒店的遊戲間好好玩，而且聖誕節還有特別的聖誕手作可以體驗，還有ViVi姐姐好有愛，好溫柔的教學，教學好生動，好讚好讚♡,5.0,5.0,3.0,5,台北晶華酒店,Google,4.8
2023-12-23,12/19、12/20這兩天NMEA、協同文策院舉行的亞洲新媒體高峰會，邀請到了許多新媒體、媒體、自媒體業界知名人物分享許多事情，晶華酒店提供的硬體設備整體上算是相當不錯，提供的餐點也是頗為美味。 分享會每位講者的內容都感覺到滿滿的用心，分享許多事情，文策院準備的主題跨界出版會更是講述了許多觀點，許多豐富的資訊，更是邀請到了許多知名書籍的編輯、出版社、版權相關大佬齊聚一堂，彼此交流讓人嘆為觀止，大開眼界。 渺小的我經由這兩場高峰會實在受益良多，這種會議期待每年都多來幾場，讓人獲取許多新思維，站在許多業界頂流人士的觀點看世界。 這兩天下來實在讓人對於未來充滿衝勁，獲得動力繼續努力。,5.0,5.0,5.0,5,台北晶華酒店,Google,4.8
2023-12-22,甜點精緻美味,,,,5,台北晶華酒店,Google,4.8
2023-12-22,在晶華住宿、宴會、用餐的體驗都非常好 服務周到態度溫暖安排也很流暢 地點交通方便客房景觀佳 推薦入住及宴客用餐,5.0,5.0,5.0,5,台北晶華酒店,Google,4.8
2023-12-22,Our stay from 15th to 17th December was wonderful! Regent’s made our stay with a 1.5 year old baby so much easier with baby crib/cot prepared with cushioning and baby bathtub readily available in our room. Hotel facilities are fabulous and we enjoyed the Children’s playroom located on the 5th floor especially! 兒童遊戲室真的很棒！Vivi姐姐對小孩很有耐性，晶華酒店的兒童遊戲室絕對會是我們帶小孩去晶華酒店住的最大原因❤️,5.0,5.0,5.0,5,台北晶華酒店,Google,4.8
2023-12-20,海鮮很新鮮 還不錯 牛排有點硬 可惜 喜歡手卷的魚卵 給的很霸氣 料多實在 吃的很愉快 大杯的拿鐵喝的很痛快 今天假日人多 位置離食物區有點遠 有點累,4.0,4.0,4.0,5,台北晶華酒店,Google,4.8
2023-12-20,值得一去再去的飯店,5.0,5.0,5.0,5,台北晶華酒店,Google,4.8
2023-12-20,五星豪華飯店,,4.0,5.0,4,台北晶華酒店,Google,4.8
2023-12-19,飯店歷史悠久，房間設備偏舊，服務很好,4.0,5.0,4.0,4,台北晶華酒店,Google,4.8
2023-12-19,"週二中午自助餐廳, 人山人海。",,4.0,5.0,5,台北晶華酒店,Google,4.8
2023-12-19,房間又乾淨又漂亮哈哈 晚上去泳池的時候，樑上正在放電影，氣氛很好！ 早餐也不錯！,,,,5,台北晶華酒店,Google,4.8
2023-12-25,門口服務人員親切有禮，有服務熱忱！,,,,5,亞都麗緻大飯店,Google,3.8
2023-12-25,這是台灣的“五星級”，不是美國的五星級。如果你能得到優惠的價格，這是一個不錯的飯店住宿。我們有一間轉角套房。空間充足，位置優越，靠近地鐵（MRT），附近有很多很棒的餐廳。工作人員和台北的大多數服務人員一樣努力。 缺點 - 沒有禮賓部為您推薦任何東西（我希望他們幫我找到一家進行臉部護理的水療中心）。您自己進行研究，他們可以為您打電話。缺乏一些細節 - 例如，他們正在過渡到政府強制要求不使用一次性洗漱用品，所以有一個肥皂盒。沒有洗手液。要求肥皂是一件需要做的事情。很好。沒有一次性肥皂，但你至少在浴室裡留一瓶洗手液。 暖通空調系統關閉了，所以他們為我們帶來了一個工作正常的小型加熱器。您需要的任何東西他們都會立即送到房間。 總的來說，住宿體驗還不錯，但不是我想再去的飯店。,4.0,4.0,5.0,4,亞都麗緻大飯店,Google,3.8
2023-12-24,高於平均水平的酒店，服務友好，但位置不好。周圍沒有像樣的餐廳或咖啡館。 我收到了酒店半諷刺的答复，我不喜歡。我似乎他們在理解我的評論時遇到了問題，所以我會嘗試為他們解釋... 我說酒店周圍沒有像樣的餐廳或咖啡店……不在酒店內。 他們沒有提到幾家像樣的義大利、黎巴嫩、土耳其、希臘餐廳和咖啡店，如Costa、星巴克咖啡，而是提到了飯店的餐廳。 我不喜歡你的回覆。,4.0,4.0,3.0,4,亞都麗緻大飯店,Google,3.8
2023-12-24,前台負責Checkin那位女士態度很差。 房間的地氈超級髒⋯⋯ 好多一點點的污漬的⋯⋯ 另外，沒有提供洗手液⋯⋯必須問前台，先會給你一塊番梘⋯⋯ 但酒店提供的早餐不俗！,2.0,3.0,4.0,3,亞都麗緻大飯店,Google,3.8
2023-12-23,12/9入住一天12/10退房，員工服務態度很友善，房間整體空間偏小但床還算舒適不會過軟或過硬隔音也沒問題，隔天的早餐味道上是普普通通沒有很驚艷的地方但樣式實在是太少了（很多冷藏食品：煙燻香腸、蔥油餅、兩款饅頭…..），整體體驗也沒有感到糟糕就普通的一間飯店，但就在退房之後發生的事情感到難以理解，12/10退房時忘記帶走了友人從日本帶回來的伴手禮餅乾（完全未開封，封膜都沒撕），12/19才想起來打去客服詢問有沒有遺留在飯店（下午1點多打的），經過一番確認後飯店是說沒有，我也能理解畢竟隔了一段時間也沒多說什麼，但最後通話的解釋越想越奇怪以下是客服人員的原話：如果客人沒有在一天內聯絡我們，我們這邊就會處理掉了畢竟是食物。第一點為什麼是客人聯絡你們而不是飯店聯絡客人，第二點他是未開封的餅乾餒，開封會壞的食品，一天內丟到我覺得很正常，但是他是沒有開封過的就這樣處理掉，沒有聽到這解釋我都會覺得是我自己的問題但這個處理方式真的不太認同，下次很難再選擇麗緻集團旗下的飯店了🫠🫠🫠,3.0,1.0,5.0,1,亞都麗緻大飯店,Google,3.8
