review_date,review_text,amenities_score,service_score,location_score,overall_rate,review_hotel,review_source,expectation
2024-01-08,這是一次舒適的住宿。非常感謝！ 我特別喜歡屋頂桑拿。我也會留宿一晚。,5.0,5.0,5.0,5,老爺大酒店,Google,4.6
2024-01-08,我認為這是一家相對昂貴的酒店，但它是一家完美的酒店。 房間、服務，一切都就像你對日本飯店的期望一樣。 位置很好，所以我想再次使用這個地方。,5.0,5.0,5.0,5,老爺大酒店,Google,4.6
2024-01-08,這是我 30 年來第一次住在這裡。當時，內部裝飾是粉紅色的，但經過更新，呈現出別緻的外觀。我選擇了豪華雙床間，所以它有很多優點，例如帶洗滌區的浴室、歐舒丹洗浴用品以及使用休息室的權利，但最重要的是，工作人員的熱情好客是最好的。他們在預訂餐廳方面非常有幫助，我能夠立即與他們聯繫。,5.0,5.0,5.0,5,老爺大酒店,Google,4.6
2024-01-07,非常古老的學校,,,,5,老爺大酒店,Google,4.6
2024-01-02,剛進房間有股味道，不知是否沒通風的關係。半夜隔壁房間講話可能大聲點，竟然聽得到。還蠻乾淨，整體上還不錯。,,,,3,老爺大酒店,Google,4.6
2024-01-07,有錢的時候 一定要來這裏揮霍一番,5.0,5.0,5.0,5,台北晶華酒店,Google,5.0
2024-01-07,這次幫孩子辦18歲生日住宿兩晚，真的有家的感覺也讓我們住的非常舒適舒服。 大廳到一樓電梯不能直達要走樓梯或是換另外一個電梯比較不方便外，其他都很好很棒。,5.0,5.0,5.0,5,台北晶華酒店,Google,5.0
2024-01-05,寬敞的房間，不錯的餐廳。便捷的地方。步行10m至地鐵站,5.0,5.0,5.0,5,台北晶華酒店,Google,5.0
2024-01-05,位置很好,5.0,5.0,5.0,5,台北晶華酒店,Google,5.0
2024-01-05,住宿買精品的好地方🤩 地點很好，去哪都方便,5.0,5.0,5.0,5,台北晶華酒店,Google,5.0
2024-01-05,很豪華,5.0,5.0,5.0,5,台北晶華酒店,Google,5.0
