review_date,review_text,amenities_score,service_score,location_score,overall_rate,review_hotel,review_source,expectation
2024-01-15,去飯店吃飯 ，只說紅酒可續，沒先告知有開瓶費及有販賣其他酒品，到後面自行默默計算開幾瓶來收開瓶費，對此詢問為什麼一開始沒先告知，服務人員態度極差回覆每間飯店本來就 有開瓶費，要找主管來，而後也沒有看到主管 另外且上餐都沒有先告知，很危險 還有在換盤子時，筷子是用丟的🙂,1.0,1.0,4.0,1,老爺大酒店,Google,4.0
2024-01-14,物有所值。房間大小合適，工作人員很棒。,4.0,5.0,5.0,5,老爺大酒店,Google,4.0
2024-01-14,服務優秀,4.0,4.0,3.0,4,老爺大酒店,Google,4.0
2024-01-11,服務滿點難怪下午茶時間排隊再久還是要想要等待 烘焙坊的麵包也好美味😘 不時會有新商品,,5.0,5.0,5,老爺大酒店,Google,4.0
2024-01-11,這是我 30 年來第一次住在這裡。當時，內部裝飾是粉紅色的，但經過更新，呈現出別緻的外觀。我選擇了豪華雙床間，所以它有很多優點，例如帶洗滌區的浴室、歐舒丹洗浴用品以及使用休息室的權利，但最重要的是，工作人員的熱情好客是最好的。他們在預訂餐廳方面非常有幫助，我能夠立即與他們聯繫。,5.0,5.0,5.0,5,老爺大酒店,Google,4.0
2024-01-09,二樓自助餐品項不多但食材好 每樣東西都好吃,,5.0,5.0,5,老爺大酒店,Google,4.0
,"雖然多了些外藉服務員,但服務依然親切",,5.0,,5,台北晶華酒店,Google,4.6
2024-01-15,不錯,3.0,3.0,3.0,5,台北晶華酒店,Google,4.6
2024-01-14,很棒的飯店，服務很好，裡面有很多興趣,,,,5,台北晶華酒店,Google,4.6
2024-01-14,真的很值得來這裡吃飯住宿 下次還會再來,5.0,5.0,5.0,5,台北晶華酒店,Google,4.6
2024-01-13,雖然是短暫的2天1晚的住宿，但我能夠非常放鬆。 我想再次入住。 非常感謝。 後記 我的孩子想和聖誕老人合影，所以在排隊等候時，被已經在排隊的黑衣工作人員拒絕了。 時間到了，前面的顧客還在拍照。 感覺很粗魯。 從一樓到地下室的電梯很少，極不方便。 原來只有奢侈品店，卻沒有花心思打造。,5.0,1.0,2.0,3,台北晶華酒店,Google,4.6
2024-01-13,街上乱乱的，房间旧旧的，但是服务是真心不错，下次会再来。 房间和卫生间虽然稍显陈旧，但收拾的干干净净的。 位置挺好，打车方便，乘捷运也挺方便。 一层和B1B2有不是名牌店，闲着也还可以逛逛。 (由 Google 提供翻譯) 街上亂亂的，房間舊舊的，但是服務是真心不錯，下次會再來。 房間和衛生間雖然稍顯陳舊，但收拾的乾乾淨淨的。 地點挺好，搭計程車方便，搭乘捷運也挺方便。 一層和B1B2有不是名牌店，閒著也還可以逛。,4.0,5.0,5.0,5,台北晶華酒店,Google,4.6
2024-01-12,B3晶英會廳，前年參加婚禮，音響設備不ok，只有前面聽的清楚，後面完全聽不到聲音，今年也辦活動剛好再同一間，音響也是同樣的問題，在前面很大聲，後面完全聽不到，後面一直反應聽不到，音控也說最大聲了，看來過了2年設備一樣沒有更好，有待加強！不建議婚禮或會議辦在這裡，麥克風的聲音不ok，音響設備不ok！少了震撼的音效，整體感差很多！,,,,1,台北晶華酒店,Google,4.6
2024-01-11,總的來說我喜歡這家酒店。價格公道，房間不錯，早餐也很美味。 健身中心有點亂。他們似乎向公眾出售會員資格，而且賣了很多。我昨晚 9:30 去的，每台跑步機都被佔用了，酒店的小健身房裡擠滿了不是麗晶酒店客人的人。我不得不使用橢圓機，我很慶幸有橢圓機……但這是一家五星級飯店。健身中心不應超過其容量。 第二天更新：今天健身房更瘋狂。我做了兩次練習就離開了，這讓我很沮喪。我沒想到在不錯的飯店運動會遇到這麼多麻煩。 健身房不大，沒有足夠的啞鈴和設備來匹配他們允許購買會員資格的人數。,,,,4,台北晶華酒店,Google,4.6
2024-01-11,第二去，招呼及出品非常好吃,,,,5,台北晶華酒店,Google,4.6
2024-01-11,以這價位來說，覺得食材很普通。,,2.0,2.0,2,台北晶華酒店,Google,4.6
2024-01-10,不管是什麼都很好，餐廳料理多樣又美味，地下停車場很大有很多車位，值得參訪。,5.0,5.0,5.0,5,台北晶華酒店,Google,4.6
