review_date,review_text,amenities_score,service_score,location_score,overall_rate,review_hotel,review_source,expectation
2024-02-10,工作人員服務很好🙆位置⭕️雖然有點舊但是是日本酒店所以不用擔心⭕️除了浴袍還提供睡衣很好⭕️很乾淨而且雙床房足夠寬敞所以很滿意特別推薦給日本遊客！！ ️⭕️,4.0,5.0,4.0,4,老爺大酒店,Google,4.2
2024-02-10,下午茶贈送的生日起士蛋糕好吃,,,,3,老爺大酒店,Google,4.2
2024-02-08,東西好吃，離捷運很近,5.0,5.0,5.0,5,老爺大酒店,Google,4.2
2024-02-06,只是想對員工們表示感謝，感謝他們對我們的照顧。我們的房間有問題，他們幫助我們搬到了一個更好的新房間。感謝他們友善快速的服務！,,5.0,,5,老爺大酒店,Google,4.2
2024-02-12,這是我心中最好的飯店。 工作人員非常友善和體貼，我可以感受到打掃這裡的工作人員的乾淨和細緻。您還可以使用著名的餐廳，使其更有價值。 地點也非常滿意，步行5分鐘內即可自由搭乘巴士和電車。 我有200%的意願再去。,5.0,5.0,5.0,5,亞都麗緻大飯店,Google,3.6
2024-02-12,號稱服務品質最佳的飯店，從門僮接待到麗緻坊禮品販售，一些小動作都令人感到失望！,4.0,1.0,2.0,3,亞都麗緻大飯店,Google,3.6
2024-02-12,過年期間北上跟家人在天香樓吃除夕 晚上住在亞都麗緻 我只能說真的住的非常不舒服 房間室內溫度20度！ 冷到不行 飯店回覆暖氣是中央空調（？） 20度請問是開了還是沒開暖氣？！ 然後提供了一台 你要蹲在它旁邊才會暖的暖氣 有夠傻眼 還讓你有回家的感覺咧！ 不好意思 我家沒這麼破！這裏冷得要死！！ （還沒退房在房間就留負評） 五星級飯店！！ 連暖氣都沒有的老設備還敢收這樣的價格！！！ 超敢收費 臉皮偏厚！！！！ 驚訝 五星級飯店比汽車旅館設備還爛欸！,,,,1,亞都麗緻大飯店,Google,3.6
2024-02-10,來台灣，商務旅行都會選擇這，地點位於市中心，去哪都方便,5.0,5.0,5.0,5,亞都麗緻大飯店,Google,3.6
2024-02-07,這是我第三次來台北。 我面前是凱撒大飯店和天成大飯店，就在台北車站旁邊。 這次距離台北車站有點遠，但是迄今為止最好的。 網站上說沒有日語工作人員，但前台工作人員會說日語，而且面帶微笑。 門衛也很友善，自行車到了就用手停住。當然總是微笑著。 房間很舒適，但是浴室和房間之間的牆是玻璃的，所以如果半夜去浴室打開燈，房間就會明亮。 打掃房間是國外可以忍受的事情。 早餐也有大約5個主菜。 中式粥套餐 煎蛋盤（豪華） 法式吐司等 還有自助餐角。 這是一家小而有尊嚴的餐廳，而且我去的時候沒有孩子，所以我能夠在非常安靜和平靜的氛圍中用餐。 正如其他評論中提到的，酒店門前馬路對面有一家全家便利店，步行 3 分鐘內有 3 家便利商店。 五星級飯店... 雖然不華而不實，但是推薦情侶、情侶入住。,4.0,4.0,4.0,4,亞都麗緻大飯店,Google,3.6
2024-02-07,前台北麗茲酒店 就像台北的一家老牌酒店一樣 服務優雅而精緻 兩家法式和中式餐廳榮獲米其林一星 豪華客房也很寬敞舒適。 當然，有歲月痕跡，但保養得很好。 您可以在前面的巴士站搭乘巴士前往機場。 地鐵站也在步行範圍內 當我再次訪問台北時，有很多當地的餐廳。 我想再入住的飯店,5.0,5.0,5.0,5,亞都麗緻大飯店,Google,3.6
2024-02-12,"Concierge黃彥仁Daniel , Linus, Jack三個人 動作很快 各有專業， 幫我把一堆問題處理好 實在太棒了",4.0,4.0,4.0,4,台北福華大飯店,Google,4.8
2024-02-12,回台北娘家這麼多年，第一次住飯店，櫃臺人員蠻有耐心解釋帳單。第一晚住四人房，房間設備還蠻好，單人沙發椅很舒服。可惜，雙人床墊不優， 只要有一人翻身或者動一下， 睡旁邊的人就會被震動驚醒， 因為睡得不好，所以從四人房換成兩間單床雙人房， 換房間時有John Huang幫忙搬運行程還請我們慢慢來不急，服務態度很好。 回頭想，2人房2罐冷飲是應當。但覺得不懂為何4人房只提供2罐冷飲！ 自助早餐菜色多，服務員收盤快又親切。 烤箱室和蒸氣室和舒服。,4.0,5.0,5.0,5,台北福華大飯店,Google,4.8
2024-02-12,服務中心 HUNG超級暖心貼心的服務😍💗帶給我們美好的住宿體驗,5.0,5.0,5.0,5,台北福華大飯店,Google,4.8
2024-02-11,"今天晚餐江南春特別好吃，服務特佳，曲淑雯，于亞蕾，林俊甫。服務好,環境清潔，吃的很開心",5.0,5.0,5.0,5,台北福華大飯店,Google,4.8
2024-02-11,過年🧧用餐好彩頭,3.0,5.0,5.0,5,台北福華大飯店,Google,4.8
2024-02-11,從忠孝復興站往南步行約5分鐘，同時可眺望旁邊的SOGO。外觀看起來很舊，但內部很乾淨。 （感覺無論外觀或內裝都和大使差不多。） 他們整理床鋪並將其打掃乾淨。房間內還配備了各種便利設施。也許是巧合，我住的房間就是我住的那個房間，但是淋浴間的門如果沒關好的話，水就會漏出來，所以要小心。 早餐的供應地點很大，例如飯店一樓的庭院。在餐廳入口處，將您在辦理入住時在前台收到的紙交給工作人員，他們將引導您到您的餐桌。這是一個相當寬敞的空間，有很多座位。菜單太豐富了，就算一次只吃一點點，也吃不完。飲料也很豐富，很滿足。 多家便利商店距離酒店不到3分鐘的步行路程。地點便利，距離松山機場僅有很短的計程車車程。,3.0,4.0,4.0,3,台北福華大飯店,Google,4.8
2024-02-11,服務中心Hung 熱心服務,,5.0,,5,台北福華大飯店,Google,4.8
2024-02-11,Anita ，謝謝妳的服務，過年升等套房！！ 超讚的~,5.0,5.0,5.0,5,台北福華大飯店,Google,4.8
2024-02-11,洪真的很好而且樂於助人！ 👍👍,,5.0,5.0,5,台北福華大飯店,Google,4.8
2024-02-11,四人房內設施老舊但不影響使用 地下停車場天花板很矮休旅車開後車廂有注意高度 地下停車場沒有電梯可以到一樓 所以要在一樓大廳下行李 早餐中規中矩,3.0,4.0,2.0,3,台北福華大飯店,Google,4.8
2024-02-11,John Huang,5.0,5.0,5.0,5,台北福華大飯店,Google,4.8
2024-02-11,"謝謝Boris,Jennie在過年期間的半夜還是充滿熱情和我們説明各種住房的細節！ 福華有二位真好！",5.0,5.0,5.0,5,台北福華大飯店,Google,4.8
2024-02-10,住除夕與初一 還不錯,5.0,5.0,5.0,5,台北福華大飯店,Google,4.8
2024-02-10,氣氛很好，日韓美饌美味,4.0,4.0,4.0,4,台北福華大飯店,Google,4.8
2024-02-10,過年帶媽媽，太太，小孩一起住飯店過年，訂三間房，三間房都很好，服務員態度很好，每個人遇到都會說新年快樂，服務親切 尤其是Jason Mori 先生 服務親切，和藹可親 下次還會再來,5.0,5.0,5.0,5,台北福華大飯店,Google,4.8
2024-02-09,台北福華飯店的大堂服務員服務態度殷勤，樂意盡力協助住客。 唯房間服務水準欠佳，包括： 1. 廁所馬桶堵塞，要臨時換房 2. 電熱水壼電線保護膠破裂，令電線外露 3. 沖涼液用光了但沒有補充 4. 房門太簿，在房內清晰聽到走廊的聲音,3.0,4.0,3.0,4,台北福華大飯店,Google,4.8
2024-02-09,當我們登記入住房間時，約翰·黃為我們提供了詳細且非常友好的服務。非常熱烈的歡迎。,4.0,4.0,4.0,4,台北福華大飯店,Google,4.8
2024-02-08,霍華德大飯店沒有讓人失望。我們總是把住在大安區當作重點，但這是我們第一次住在這家特別的飯店。 位置非常優越/交通方便，這使我們無論乘坐地鐵還是出租車都可以輕鬆出行；信義區也很容易步行。飯店及週邊地區的傳統與現代服務完美平衡。 除了優越的地理位置外，這家酒店還為客人提供額外的服務，使其成為台北的理想下榻之所。你只要問就行啦。 向禮賓團隊致敬，特別是 Morí、Jay 和 Henry，他們的表現超出了預期。,5.0,5.0,5.0,5,台北福華大飯店,Google,4.8
2024-02-08,特別感謝一樓服務中心Jason Mori 和 John Huang 服務親切,5.0,5.0,5.0,5,台北福華大飯店,Google,4.8
2024-02-08,於農曆春節假期前至珍珠坊與家人聚餐，港式點心與其他佳餚皆十分道地美味；且每位服務人員都很用心注重顧客用餐期間的各項小細節，與其他家五星級飯店相較之下令人印象深刻。用膳完畢後因家中長輩行動不便，詢問服務中心Mori San 後更耐心親自引導我們取車，十分感謝。 日後會與家人再度回訪。,,5.0,5.0,5,台北福華大飯店,Google,4.8
