review_date,review_text,review_rate,review_hotel,review_source
2023-12-07,"地點絕佳非常符合需求, 飯店相關人員處理速度快速且態度良好令人感到舒適",10,老爺大酒店,Booking.com
2023-12-07,有回家的感覺,10,老爺大酒店,Booking.com
2023-07-17,"飯店地點很好樓層隔音不好
電視台頻道少，
價位低的房間，設備可以感受到過於老舊",10,老爺大酒店,Booking.com
2023-06-14,房間內備有空氣清淨機和除濕機，還有一面帶燈光的大鏡子，因為手術後，需要好好休養，所以這些物品很重要，當然房間內乾淨整潔沒話說，沐浴用品是用歐舒丹，跟平常在家使用的一樣，住在那就像家的感覺冰箱太小溫度不夠低,10,老爺大酒店,Booking.com
2023-06-14,房間寬敞舒適￼，浴室設備齊全，廁所同浴室分開好方便￼。停車場入口,10,老爺大酒店,Booking.com
2023-06-14,服務滿分，飯店地點好牆壁上很多蟲在爬，雖然很小不會到處飛，但看到之後還是覺得有點噁心，住兩晚花了快15000元卻是這種品質很失望,10,老爺大酒店,Booking.com
2023-04-23,全體工作人員都太好電梯偏小,10,老爺大酒店,Booking.com
2023-04-23,提供睡衣、備品無,10,老爺大酒店,Booking.com
2023-04-23,床很舒適 小巧玲瓏,10,老爺大酒店,Booking.com
2023-04-23,地點房間大小,10,老爺大酒店,Booking.com
2023-01-29,早餐美味。服务100分,10,老爺大酒店,Booking.com
2023-01-29,地點優秀，接待人員態度及服務非常優秀，能感受到爲客人服務的心，性價比非常高，住台北第一選擇。,10,老爺大酒店,Booking.com
2023-01-29,"有烘鞋機～太貼心了！
去電借用充電器就馬上送到房間
很感謝～淋浴設備的水溫有時會冷一下下",10,老爺大酒店,Booking.com
2023-01-29,"位置方便
客房整潔舒適很喜歡無",10,老爺大酒店,Booking.com
2023-01-29,不知道什麼原因，網路上定了兩個人住一間房，也付了早餐費，到了現場卻說另一個人還要額外付費。,10,老爺大酒店,Booking.com
